p_val avg_log2FC pct.1 pct.2 p_val_adj
MINDY2 0.0670145018345421 0.319946964392959 0.186 0.301 1
SFPQ 0.0670581877405686 0.286131853840419 0.274 0.4 1
GPATCH2L 0.071208628818409 0.251557830179941 0.197 0.312 1
ATP8A1 0.0761440123141106 0.421716095855492 0.53 0.597 1
UGP2 0.0764970228682989 0.240952851373236 0.174 0.275 1
HCG17 0.0765030520521285 0.305964841630608 0.149 0.25 1
RFFL 0.0783210388931574 0.226176556064987 0.182 0.288 1
MPHOSPH8 0.0783432454299839 0.269817975308953 0.17 0.281 1
KLHL42 0.0836222321134553 0.270200713961278 0.196 0.309 1
CFL1 0.0846851528608163 0.424659810302492 0.233 0.288 1
NME7 0.0868734730907985 0.254974295094962 0.177 0.281 1
NRDC 0.0886786711118296 0.247790601666047 0.236 0.354 1
CLU 0.0893673461436665 0.487004255670142 0.356 0.427 1
IQGAP1 0.0896155614012454 0.290072142257987 0.18 0.295 1
LMBRD1 0.0916136994872425 0.297579671395356 0.262 0.384 1
ADIPOR2 0.0917046323728687 0.584755647416657 0.219 0.302 1
MTMR7 0.092025346051282 0.413764250296035 0.198 0.308 1
PABPN1 0.0932911401196335 0.211862434584198 0.21 0.325 1
ZBTB20 0.0941814904478758 -0.156403004032109 0.581 0.638 1
B3GAT1 0.0943834723562365 0.278798755655043 0.162 0.264 1
MCCC1 0.095711439662494 0.29063215501979 0.153 0.256 1
MGAT5 0.0987934476723769 0.262996871108897 0.318 0.441 1
GAB1 0.0994873882718861 0.3748506289171 0.313 0.377 1
SLC22A17 0.107081563652543 0.396516221510931 0.217 0.277 1
JAM3 0.110115065485755 0.19931981677101 0.198 0.298 1
CCNY 0.111298946123185 0.262023968833431 0.392 0.515 1
HNRNPA2B1 0.112863974835402 0.580396532643145 0.325 0.427 1
H3F3B 0.113058277759137 0.627235535994911 0.199 0.279 1
RBX1 0.120583975797964 0.294349673292155 0.157 0.264 1
STX16 0.125685321941409 0.335273291119042 0.184 0.298 1
SEMA6A 0.127937104859021 0.538053820760409 0.207 0.258 1
PHC2 0.128353924056741 0.34998745886617 0.182 0.296 1
SLF2 0.12967266116026 0.317501929429156 0.182 0.299 1
TBC1D12 0.129840819621628 0.393251589009869 0.177 0.299 1
LPGAT1 0.130468181104811 0.268322603275068 0.3 0.434 1
TLE4 0.135264365297245 0.536966545176281 0.249 0.313 1
AKAP6 0.135983022440962 0.291267612262713 0.592 0.625 1
TRIM2 0.136455371533803 0.287580173793795 0.562 0.629 1
ABCA3 0.13833346548503 0.313213321716305 0.173 0.271 1
USO1 0.139674781614597 0.378428088909913 0.149 0.262 1
EEF1A1 0.142592176728938 0.450782551962088 0.299 0.376 1
ANAPC16 0.151506540449148 0.599296637876339 0.175 0.256 1
SHPRH 0.155195034978403 0.332841740181324 0.229 0.346 1
TMBIM6 0.155574946573476 0.248588756962982 0.26 0.375 1
DCAF8 0.156118582690507 0.397604194105277 0.161 0.274 1
AC025159.1 0.161151735347449 0.195919215382052 0.205 0.288 1
LRRFIP2 0.162038911984618 0.606826121361531 0.342 0.437 1
XIST 0.166655862297955 0.166261709626558 0.748 0.772 1
OGA 0.167247465319311 0.27494233000826 0.303 0.417 1
SLCO3A1 0.167371561030337 0.352083321641538 0.391 0.462 1
BTBD3 0.168823502312551 0.597455002297263 0.178 0.251 1
SGCE 0.171464123519325 0.381603137986626 0.171 0.278 1
URI1 0.171641955283024 0.436188086496238 0.207 0.327 1
MAP4K5 0.171853541780744 0.380866410964012 0.33 0.468 1
MGST3 0.172932441101498 0.554708955324858 0.206 0.29 1
TCF12 0.175751744592203 0.275275372901664 0.553 0.622 1
TMEFF2 0.179502255873102 0.202706768070541 0.48 0.508 1
EIF1 0.188681628179379 0.422858114339465 0.295 0.375 1
RNF111 0.189809613401018 0.286711820475724 0.191 0.298 1
POGZ 0.191921158405637 0.529502076379266 0.434 0.545 1
TRPC4AP 0.193030015122513 0.408815566348351 0.204 0.33 1
LIFR 0.196774445308254 0.224212006381808 0.244 0.347 1
SSH2 0.209908068923011 0.195559899260622 0.493 0.589 1
HBS1L 0.220218970670117 0.68427284125949 0.19 0.284 1
CALM2 0.228664005158457 0.386275816438236 0.493 0.584 1
SH3D19 0.231843387601332 0.238587446308236 0.27 0.373 1
TECPR2 0.23330634604784 0.369700974885034 0.232 0.353 1
APBB1 0.241606283774786 0.477169994107874 0.219 0.298 1
ACIN1 0.24329259647604 0.248848896397825 0.17 0.273 1
KCNQ1OT1 0.25215680624796 0.434976686169567 0.235 0.301 1
MTCH1 0.256723395668242 0.155374590142432 0.232 0.323 1
SLAIN1 0.259464791175909 0.390894271805443 0.29 0.385 1
TMEM87A 0.266280906382968 0.598506332541549 0.182 0.27 1
LINC01138 0.272980772184899 0.264892234944206 0.177 0.275 1
UBC 0.283339412513412 0.227664720804474 0.182 0.275 1
ARIH2 0.287725191391503 0.399512378874841 0.194 0.314 1
FNBP4 0.298832902105232 0.327499640225247 0.219 0.324 1
ATG4C 0.307073030183509 0.535353106681062 0.208 0.289 1
SLC12A2 0.310801017069523 0.327290869856264 0.252 0.359 1
CMC2 0.341310323851907 0.608977991805837 0.17 0.25 1
SMARCAD1 0.345315958599254 0.401830746236114 0.165 0.266 1
SKP1 0.356307450342127 0.228252424732611 0.211 0.303 1
PKP4 0.356426354990912 0.17334691345726 0.447 0.525 1
ENO2 0.361912684240031 0.248596064203894 0.26 0.314 1
RDX 0.363507633126521 0.511209495681117 0.222 0.311 1
NCAM2 0.367363816640127 0.160415747486237 0.663 0.692 1
DPYSL5 0.369559978239198 0.499471213716749 0.188 0.271 1
PEBP1 0.373022714742502 0.22431853733038 0.325 0.426 1
DOCK9 0.388571371176151 0.407500323259819 0.386 0.473 1
ANAPC5 0.388821462241436 0.565914688744724 0.213 0.31 1
SCARB2 0.392151667398143 0.412002683007916 0.23 0.357 1
GPR137C 0.400666569426376 0.427786901309993 0.204 0.294 1
INTS10 0.403663517395074 0.402011694992947 0.153 0.255 1
FEZ1 0.406124423712367 0.514247571210092 0.205 0.303 1
SESTD1 0.409999977468095 0.405071685501705 0.272 0.397 1
AL096803.2 0.414248601082817 0.291522955109362 0.177 0.261 1
CATSPER2 0.424566039930896 0.193587777589398 0.197 0.273 1
SPTLC2 0.427768806232208 0.42216138687686 0.16 0.257 1
AC118549.1 0.435825452674975 0.398590203412151 0.268 0.386 1
PACS2 0.43920030272688 0.564225064713063 0.191 0.294 1
RPS6KA5 0.439849910398042 0.369370255985281 0.2 0.303 1
SLC4A8 0.442425655669659 0.494176188111845 0.269 0.352 1
TSPAN5 0.44521435537495 0.360206319108287 0.481 0.563 1
AC098588.3 0.447914291650802 0.371122549601473 0.176 0.254 1
PPP1R12B 0.448875917156856 0.393936466390962 0.399 0.514 1
ZC2HC1A 0.46986542841443 0.260247471495975 0.167 0.252 1
PCSK7 0.474931552197813 0.462535512793298 0.176 0.262 1
ITM2B 0.475014223965853 0.444288377696489 0.332 0.431 1
CTTN 0.477699776478331 0.493929544195618 0.202 0.289 1
FUT8 0.488036067965916 0.345224498267819 0.464 0.554 1
HDLBP 0.489086537677822 0.440191479151762 0.156 0.262 1
YTHDC1 0.500097926941512 0.461666746516682 0.144 0.251 1
CASD1 0.507942996196402 0.42773550710265 0.21 0.316 1
CAPS2 0.527842310408336 0.384518103837247 0.185 0.271 1
USP54 0.53736261460263 0.445115410443951 0.271 0.375 1
KTN1 0.551096896040603 0.37743043738674 0.224 0.336 1
MFF 0.554777959950087 0.336893458623112 0.188 0.289 1
AMD1 0.560996608718652 0.473318977223681 0.163 0.27 1
RNF13 0.561909732256743 0.385737686666297 0.282 0.393 1
GNAI1 0.56528507000552 0.479249073558095 0.245 0.337 1
CTTNBP2 0.565473008017384 0.346924231722179 0.282 0.381 1
FAM13C 0.571620192371937 0.347755112601722 0.245 0.343 1
COLGALT2 0.575748119478704 0.472184003836936 0.238 0.332 1
CCDC18-AS1 0.575874437505377 0.378334806101394 0.23 0.34 1
SLC25A13 0.577019978184717 0.452158789034003 0.208 0.288 1
TRA2A 0.581443550778806 0.439618040370679 0.305 0.431 1
YPEL2 0.592743112369834 0.410861866682231 0.219 0.321 1
PKD2 0.608793783248849 0.378487681603102 0.289 0.398 1
LIPA 0.613617287717603 0.389592736091995 0.21 0.307 1
SRCIN1 0.624150293701599 0.371469101489627 0.342 0.435 1
RAPGEF6 0.635590219495227 0.34908827957538 0.351 0.46 1
ZXDC 0.647506033134968 0.373887060158135 0.171 0.268 1
CHPT1 0.651997274473458 0.308293435868876 0.264 0.344 1
SEMA4D 0.659001437470333 0.429079998943714 0.229 0.321 1
RASGRF2 0.663411345223422 0.254197652030926 0.315 0.383 1
MVB12B 0.673246379894084 0.434986242137054 0.317 0.424 1
PKM 0.693862899631633 0.251475670018569 0.267 0.358 1
PSAP 0.695221835359801 0.290779566433933 0.364 0.459 1
PLEKHH1 0.699346377816833 0.274803800250341 0.213 0.274 1
RYBP 0.70385474227203 0.447277484083842 0.261 0.385 1
AMER2 0.714615647850052 0.493493124086941 0.191 0.281 1
PRH1 0.71481731562695 0.420522597430891 0.275 0.37 1
ZEB2 0.721424653742123 0.158224977017577 0.579 0.645 1
ZKSCAN1 0.721684356522284 0.475007879524474 0.285 0.412 1
MIAT 0.727095621162534 0.194160178537934 0.321 0.374 1
ANKIB1 0.727301577897708 0.358229909422695 0.392 0.499 1
PPP1R21 0.730847351724827 0.481564126923392 0.222 0.331 1
KLHL32 0.733570572380354 0.281135705840643 0.394 0.486 1
PSEN1 0.74023795370389 0.334082220322039 0.276 0.379 1
FGFR2 0.747667728699101 0.378890246595165 0.239 0.296 1
PRMT2 0.762495586773457 0.484244091659565 0.183 0.287 1
APBB2 0.771446432821813 0.336117234223732 0.429 0.525 1
PTBP2 0.777511280965557 0.503109954850172 0.361 0.488 1
PWWP2A 0.779939310370312 0.62444029613766 0.17 0.271 1
LANCL1 0.787568508726514 0.276451180275141 0.313 0.411 1
CD46 0.790520280992581 0.395243463145846 0.177 0.272 1
PNISR 0.801513249136092 0.335011341034298 0.315 0.418 1
GALNT13 0.803456620667593 0.298275762808597 0.294 0.354 1
AGTPBP1 0.807340738479715 0.464185319352376 0.342 0.443 1
SLC13A3 0.813046799026225 0.444842745877384 0.173 0.266 1
DNM3 0.819099502747851 0.219417672630044 0.648 0.711 1
ST3GAL5 0.831727593042206 0.52158667260523 0.167 0.268 1
FAR1 0.849693646106615 0.479603797602858 0.28 0.396 1
ACER3 0.862096396431447 0.451856767234534 0.25 0.359 1
LENG8 0.872373872936084 0.281914006989377 0.18 0.258 1
KIF13A 0.877521942012093 0.322469905084247 0.306 0.407 1
PPM1B 0.879243924793528 0.468088388044638 0.276 0.393 1
ARHGAP21 0.888034460455968 0.373691977086607 0.463 0.569 1
TBCA 0.900846102457605 0.442353904969353 0.219 0.324 1
KIF1A 0.909065934319577 0.257858756595751 0.295 0.382 1
FBXL5 0.911572404939127 0.471540759333268 0.183 0.281 1
PPP1R16B 0.919475233022263 0.410399239549892 0.26 0.348 1
ELL2 0.930337452241494 0.295301688609518 0.276 0.363 1
MEG3 0.957129749192328 0.260416147044701 0.416 0.465 1
RAPGEF5 0.971773130218867 0.217103187891297 0.436 0.488 1
HIBADH 0.985957983841068 0.544045826406876 0.154 0.25 1
GAB2 0.989820047527184 0.281367247685447 0.347 0.439 1
SRRM2 0.994086556460033 0.374105945435043 0.237 0.343 1
